ID,SID,Gender,Vowel,Condition,Rating
22,m1,male,i,anchor,-59
22,m2,male,i,anchor,-58
22,f1,female,o,anchor,-74
22,f8,female,i,anchor,-42
22,f1,female,a,anchor,-81
22,m1,male,a,anchor,-58
22,m1,male,o,anchor,-46
22,f5,female,a,anchor,-70
22,f6,female,a,anchor,-70
22,f5,female,i,anchor,-75
22,m8,male,a,anchor,-61
22,f4,female,i,anchor,-82
22,f6,female,i,anchor,-85
22,f4,female,a,anchor,-52
22,m5,male,o,anchor,-80
22,m4,male,a,anchor,-24
22,m2,male,a,anchor,-43
22,m4,male,i,anchor,-81
22,f8,female,o,anchor,-20
22,m8,male,i,anchor,-67
22,m5,male,i,anchor,-69
22,m2,male,o,anchor,-54
22,f4,female,o,anchor,-40
22,m5,male,a,anchor,-68
22,f8,female,a,anchor,-59
22,m4,male,o,anchor,-70
22,f1,female,i,anchor,-67
22,f5,female,o,anchor,-83
23,m1,male,i,anchor,10
23,m2,male,i,anchor,-24
23,m8,male,o,anchor,-23
23,m5,male,a,anchor,-20
23,f6,female,i,anchor,-38
23,f1,female,o,anchor,-41
23,f1,female,a,anchor,-44
23,f5,female,i,anchor,-37
23,m4,male,i,anchor,-17
23,m2,male,o,anchor,-16
23,f8,female,a,anchor,-35
23,f8,female,i,anchor,-12
23,m5,male,i,anchor,-21
23,f4,female,i,anchor,-15
23,f4,female,a,anchor,-29
23,f4,female,o,anchor,-14
23,m5,male,o,anchor,-22
23,f6,female,o,anchor,-10
23,m1,male,a,anchor,-7
23,m8,male,a,anchor,-20
23,m8,male,i,anchor,-21
23,m4,male,a,anchor,-17
23,m4,male,o,anchor,-20
23,f1,female,i,anchor,-19
23,m2,male,a,anchor,-16
23,f5,female,o,anchor,-21
23,f8,female,o,anchor,-28
23,m1,male,o,anchor,-13
23,f6,female,a,anchor,-25
23,f5,female,a,anchor,-29
24,m1,male,i,anchor,-14
24,m8,male,i,anchor,-37
24,m4,male,a,anchor,-28
24,m5,male,a,anchor,-56
24,f1,female,a,anchor,-37
24,f4,female,a,anchor,-11
24,f8,female,o,anchor,-46
24,m4,male,i,anchor,-44
24,m5,male,o,anchor,-3
24,f6,female,i,anchor,-67
24,m1,male,o,anchor,-60
24,f8,female,i,anchor,-40
24,m2,male,o,anchor,-31
24,m1,male,a,anchor,-49
24,m8,male,o,anchor,-35
24,f4,female,i,anchor,-63
24,m2,male,a,anchor,-51
24,f1,female,o,anchor,-59
24,f5,female,i,anchor,-80
24,m8,male,a,anchor,-80
24,m5,male,i,anchor,-69
24,f1,female,i,anchor,-67
24,f6,female,a,anchor,-66
24,f4,female,o,anchor,-52
24,f5,female,o,anchor,-82
24,f5,female,a,anchor,-52
24,m4,male,o,anchor,-66
24,m2,male,i,anchor,-30
24,f6,female,o,anchor,-15
24,f8,female,a,anchor,-73
25,f5,female,i,anchor,-40
25,f6,female,o,anchor,-11
25,m4,male,a,anchor,-43
25,f5,female,a,anchor,-30
25,f1,female,o,anchor,-40
25,f8,female,o,anchor,-13
25,f4,female,a,anchor,-8
25,m5,male,a,anchor,-24
25,f4,female,o,anchor,-14
25,m2,male,a,anchor,8
25,m8,male,i,anchor,0
25,m2,male,o,anchor,0
25,m8,male,o,anchor,12
25,f8,female,i,anchor,-4
25,f5,female,o,anchor,-18
25,m1,male,i,anchor,-15
25,m1,male,o,anchor,-10
25,m4,male,i,anchor,-49
25,m2,male,i,anchor,2
25,m8,male,a,anchor,-13
25,f6,female,i,anchor,-44
25,f8,female,a,anchor,-18
25,m4,male,o,anchor,-18
25,f1,female,i,anchor,-31
25,m5,male,i,anchor,-17
25,m1,male,a,anchor,-17
25,f1,female,a,anchor,25
25,f4,female,i,anchor,-10
25,f6,female,a,anchor,-36
25,m5,male,o,anchor,-35
26,f8,female,i,anchor,-23
26,f4,female,i,anchor,-50
26,f5,female,a,anchor,-9
26,m8,male,o,anchor,-65
26,f6,female,i,anchor,-41
26,f4,female,a,anchor,-19
26,m1,male,i,anchor,-59
26,f6,female,o,anchor,-3
26,f4,female,o,anchor,23
26,f8,female,o,anchor,3
26,m5,male,i,anchor,-37
26,m2,male,a,anchor,9
26,m1,male,a,anchor,-3
26,f8,female,a,anchor,-14
26,m2,male,o,anchor,16
26,f6,female,a,anchor,-10
26,m1,male,o,anchor,-54
26,f5,female,o,anchor,-21
26,m8,male,a,anchor,-12
26,m8,male,i,anchor,-12
26,m2,male,i,anchor,3
26,f5,female,i,anchor,-9
26,m5,male,o,anchor,-18
26,m4,male,a,anchor,54
26,f1,female,o,anchor,-51
26,m5,male,a,anchor,-21
26,m4,male,o,anchor,-36
26,f1,female,i,anchor,-12
26,f1,female,a,anchor,28
26,m4,male,i,anchor,30
27,m5,male,i,anchor,-19
27,m5,male,a,anchor,-51
27,m4,male,o,anchor,-71
27,f8,female,a,anchor,-51
27,f5,female,i,anchor,-61
27,m2,male,a,anchor,-60
27,m1,male,a,anchor,-20
27,m1,male,i,anchor,-41
27,m8,male,a,anchor,-22
27,f1,female,i,anchor,-80
27,f6,female,i,anchor,-61
27,m8,male,o,anchor,40
27,m2,male,i,anchor,-85
27,f8,female,i,anchor,-86
27,m8,male,i,anchor,-82
27,f8,female,o,anchor,-71
27,f6,female,a,anchor,-74
27,f4,female,i,anchor,-71
27,f5,female,o,anchor,-76
27,f1,female,a,anchor,-42
27,f6,female,o,anchor,-58
27,f1,female,o,anchor,-40
27,f5,female,a,anchor,-82
27,m4,male,i,anchor,-41
27,f4,female,a,anchor,-5
27,m1,male,o,anchor,-61
27,f4,female,o,anchor,-56
27,m5,male,o,anchor,-30
27,m2,male,o,anchor,-42
27,m4,male,a,anchor,-20
28,m5,male,a,anchor,-78
28,f1,female,o,anchor,-97
28,m8,male,i,anchor,-100
28,f6,female,a,anchor,-100
28,f5,female,i,anchor,-35
28,f4,female,i,anchor,-99
28,m5,male,i,anchor,-93
28,m8,male,a,anchor,-100
28,f5,female,o,anchor,-99
28,m4,male,a,anchor,-99
28,f1,female,a,anchor,-100
28,m2,male,i,anchor,-96
28,f8,female,i,anchor,-100
28,f8,female,a,anchor,-100
28,m2,male,a,anchor,-95
28,m2,male,o,anchor,-91
28,m5,male,o,anchor,-93
28,f8,female,o,anchor,-100
28,f4,female,o,anchor,-95
28,m1,male,o,anchor,-64
28,m8,male,o,anchor,-97
28,f6,female,o,anchor,-68
28,f4,female,a,anchor,-94
28,m4,male,i,anchor,-61
28,m4,male,o,anchor,-64
28,m1,male,i,anchor,-68
28,f1,female,i,anchor,-58
28,f5,female,a,anchor,-76
28,f6,female,i,anchor,-82
28,m1,male,a,anchor,-67
29,f8,female,i,anchor,-61
29,f1,female,a,anchor,-44
29,m4,male,i,anchor,-45
29,m8,male,o,anchor,-64
29,f6,female,a,anchor,-22
29,m2,male,a,anchor,-31
29,f5,female,o,anchor,-61
29,m5,male,a,anchor,-71
29,m2,male,o,anchor,-33
29,m2,male,i,anchor,-40
29,f6,female,i,anchor,-72
29,f4,female,o,anchor,-29
29,m1,male,o,anchor,-45
29,f1,female,o,anchor,-30
29,m8,male,i,anchor,-37
29,m5,male,i,anchor,-41
29,f6,female,o,anchor,-65
29,f8,female,o,anchor,-5
29,m4,male,o,anchor,-51
29,m1,male,a,anchor,-40
29,f8,female,a,anchor,-37
29,f5,female,i,anchor,-63
29,f4,female,i,anchor,-47
29,f5,female,a,anchor,-43
29,f4,female,a,anchor,-37
29,m1,male,i,anchor,-25
29,f1,female,i,anchor,-37
29,m4,male,a,anchor,-53
29,m8,male,a,anchor,-43
29,m5,male,o,anchor,-38
30,m1,male,o,anchor,-43
30,m8,male,i,anchor,-48
30,f6,female,o,anchor,-60
30,f1,female,a,anchor,-54
30,m4,male,a,anchor,-31
30,m5,male,a,anchor,-86
30,m8,male,a,anchor,-25
30,m8,male,o,anchor,-38
30,m2,male,o,anchor,-33
30,f5,female,o,anchor,-39
30,f5,female,a,anchor,-42
30,f6,female,i,anchor,-38
30,f8,female,o,anchor,-44
30,m2,male,i,anchor,-45
30,f4,female,a,anchor,-41
30,f6,female,a,anchor,-67
30,f1,female,i,anchor,-50
30,f4,female,i,anchor,-31
30,m5,male,o,anchor,-48
30,m4,male,i,anchor,-35
30,m2,male,a,anchor,-37
30,m4,male,o,anchor,-53
30,m1,male,i,anchor,-56
30,m5,male,i,anchor,-51
30,f1,female,o,anchor,-45
30,f4,female,o,anchor,-14
30,f8,female,i,anchor,-41
30,f5,female,i,anchor,-55
30,f8,female,a,anchor,-77
30,m1,male,a,anchor,-13
31,f5,female,o,anchor,-53
31,f4,female,i,anchor,-50
31,m2,male,o,anchor,-23
31,m8,male,i,anchor,-42
